label_bias,words,label_opinion,group_id,text
Biased,bellicose ,Somewhat factual but also opinionated,81,Wall Street surged on Thursday as investors weighed the prospect of economic recovery against bellicose remarks from President Donald Trump regarding U.S.-China trade and a whistleblower’s dire warnings about the U.S. response to the coronavirus pandemic.
Non-biased,Vox ,Entirely factual,77,On the first point
Biased,Vox had a good piece,Somewhat factual but also opinionated,77,On the first point
Biased,good ,Expresses writer’s opinion,77,On the first point
Non-biased,territory,Expresses writer’s opinion,77,On the first point
Non-biased,one piece,Expresses writer’s opinion,77,On the first point
Biased,good piece,Expresses writer’s opinion,77,On the first point
Biased,good piece,Expresses writer’s opinion,77,On the first point
Biased,anti-choice,Expresses writer’s opinion,16,It’s no exaggeration to say that the anti-choice movement
Biased,melodramatic liars,Expresses writer’s opinion,16,It’s no exaggeration to say that the anti-choice movement
Biased,melodramatic,Expresses writer’s opinion,16,It’s no exaggeration to say that the anti-choice movement
Biased,anti-choice ,Expresses writer’s opinion,16,It’s no exaggeration to say that the anti-choice movement
Non-biased,exaggeration,Expresses writer’s opinion,16,It’s no exaggeration to say that the anti-choice movement
Biased, abysmal,Entirely factual,7,However
Biased,abysmal,Expresses writer’s opinion,7,However
Biased,abysmal,Somewhat factual but also opinionated,7,However
Biased,abysmal,Somewhat factual but also opinionated,7,However
Biased,abysmal ,Somewhat factual but also opinionated,7,However
Biased,so abysmal that communist state,Expresses writer’s opinion,7,However
Non-biased,abysmal ,Somewhat factual but also opinionated,7,However
Biased,toxic brand,Expresses writer’s opinion,6,We should expect growing support for this item for a few reasons: Younger voters of all political stripes are being exposed to the status quo student loan system. Younger voters are also less likely to accept the toxic brand of “conservatism.” 
Biased,toxic,Expresses writer’s opinion,6,We should expect growing support for this item for a few reasons: Younger voters of all political stripes are being exposed to the status quo student loan system. Younger voters are also less likely to accept the toxic brand of “conservatism.” 
Biased,toxic brand of “conservatism.” ,Somewhat factual but also opinionated,6,We should expect growing support for this item for a few reasons: Younger voters of all political stripes are being exposed to the status quo student loan system. Younger voters are also less likely to accept the toxic brand of “conservatism.” 
Non-biased,perpetuate ,Somewhat factual but also opinionated,81,However
Biased,criminalize,Somewhat factual but also opinionated,81,However
Biased,criminalize ,Expresses writer’s opinion,81,However
Biased,cops ,Entirely factual,81,However
Biased,students of color,Somewhat factual but also opinionated,81,However
Biased,glaring,Expresses writer’s opinion,1,But one glaring absentee was Trump
Biased,absentee ,Entirely factual,1,But one glaring absentee was Trump
Biased,glaring,Somewhat factual but also opinionated,1,But one glaring absentee was Trump
Biased, failed ,Expresses writer’s opinion,1,But one glaring absentee was Trump
Biased,glaring,Somewhat factual but also opinionated,1,But one glaring absentee was Trump
Biased,glaring ,Somewhat factual but also opinionated,1,But one glaring absentee was Trump
Biased,absentee ,Expresses writer’s opinion,1,But one glaring absentee was Trump
Biased,disadvantaged ,Somewhat factual but also opinionated,62,They found that many disadvantaged white students reject the notion of their grand privileges and resented the key confessional component of white privilege education.
Biased,white privilege,Expresses writer’s opinion,62,They found that many disadvantaged white students reject the notion of their grand privileges and resented the key confessional component of white privilege education.
Biased,grand,Somewhat factual but also opinionated,62,They found that many disadvantaged white students reject the notion of their grand privileges and resented the key confessional component of white privilege education.
Biased,drip by drip,Somewhat factual but also opinionated,46,Since then
Biased,drip by drip,Somewhat factual but also opinionated,46,Since then
Non-biased,drip by drip,Entirely factual,46,Since then
Non-biased,omit,Entirely factual,46,Since then
Biased,omit,Expresses writer’s opinion,46,Since then
Biased,omit mention,Somewhat factual but also opinionated,46,Since then
Non-biased,leftist,Entirely factual,10,Rather than reducing federal subsidies to universities and placing the leftist institutions at the mercy of the free market
Biased,leftist,Somewhat factual but also opinionated,10,Rather than reducing federal subsidies to universities and placing the leftist institutions at the mercy of the free market
Biased,Rather than,Somewhat factual but also opinionated,10,Rather than reducing federal subsidies to universities and placing the leftist institutions at the mercy of the free market
Biased,the leftist institutions,Somewhat factual but also opinionated,10,Rather than reducing federal subsidies to universities and placing the leftist institutions at the mercy of the free market
Biased,leftist,Expresses writer’s opinion,10,Rather than reducing federal subsidies to universities and placing the leftist institutions at the mercy of the free market
Biased,leftist,Somewhat factual but also opinionated,10,Rather than reducing federal subsidies to universities and placing the leftist institutions at the mercy of the free market
Non-biased,borrow,Entirely factual,10,Rather than reducing federal subsidies to universities and placing the leftist institutions at the mercy of the free market
Non-biased,mercy,Entirely factual,10,Rather than reducing federal subsidies to universities and placing the leftist institutions at the mercy of the free market
Biased,idiotic remark,Expresses writer’s opinion,53,After Steve King’s offensive implication that white people own Western civilization
Non-biased,mismanagement,Entirely factual,23,As the senators’ letter pointed out this week
Biased,watchdogs ,Somewhat factual but also opinionated,23,As the senators’ letter pointed out this week
Biased,mismanagement,Expresses writer’s opinion,23,As the senators’ letter pointed out this week
Biased,liars,Expresses writer’s opinion,76,"So while these Republicans in D.C. are still lost in the mindset that voters will still support them because ""they're not the other guys"
Non-biased,liars,Somewhat factual but also opinionated,76,"So while these Republicans in D.C. are still lost in the mindset that voters will still support them because ""they're not the other guys"
Biased,liars.,Expresses writer’s opinion,76,"So while these Republicans in D.C. are still lost in the mindset that voters will still support them because ""they're not the other guys"
Biased,liars,Expresses writer’s opinion,76,"So while these Republicans in D.C. are still lost in the mindset that voters will still support them because ""they're not the other guys"
Biased,liars,Somewhat factual but also opinionated,76,"So while these Republicans in D.C. are still lost in the mindset that voters will still support them because ""they're not the other guys"
Biased,blow Monday,Entirely factual,7,A federal judge in Tucson
Biased,blow,Expresses writer’s opinion,7,A federal judge in Tucson
Biased,blow,Expresses writer’s opinion,7,A federal judge in Tucson
