label_bias,words,label_opinion,group_id,text
Biased,evidence,,,
Non-biased,,Entirely factual,69,That damage was in evidence in a report from the U.S. Labor Department
Biased,damage,,,
Non-biased,,Entirely factual,69,That damage was in evidence in a report from the U.S. Labor Department
Biased,damage,Somewhat factual but also opinionated,69,That damage was in evidence in a report from the U.S. Labor Department
Biased,damage,Expresses writer’s opinion,69,That damage was in evidence in a report from the U.S. Labor Department
Biased,damage,Somewhat factual but also opinionated,69,That damage was in evidence in a report from the U.S. Labor Department
Biased,That damage was in evidence,Entirely factual,69,That damage was in evidence in a report from the U.S. Labor Department
Non-biased,contentious,Entirely factual,43,Trump reportedly told advisers during a “contentious” meeting on Monday that he wanted to deploy as many as 10
Biased,Defense Secretary ,Entirely factual,43,Trump reportedly told advisers during a “contentious” meeting on Monday that he wanted to deploy as many as 10
Non-biased,contentious,Entirely factual,43,Trump reportedly told advisers during a “contentious” meeting on Monday that he wanted to deploy as many as 10
Biased,contentious,,,
Biased,contentious”,Somewhat factual but also opinionated,43,Trump reportedly told advisers during a “contentious” meeting on Monday that he wanted to deploy as many as 10
Biased,reportedly,,,
Non-biased,pushed ,Entirely factual,43,Trump reportedly told advisers during a “contentious” meeting on Monday that he wanted to deploy as many as 10
Biased,contentious,Somewhat factual but also opinionated,43,Trump reportedly told advisers during a “contentious” meeting on Monday that he wanted to deploy as many as 10
Biased,contentious,,,
Non-biased,contentious,Somewhat factual but also opinionated,43,Trump reportedly told advisers during a “contentious” meeting on Monday that he wanted to deploy as many as 10
Non-biased,self-serving,Somewhat factual but also opinionated,76,On the other hand
Non-biased,,Somewhat factual but also opinionated,76,On the other hand
Non-biased,,Somewhat factual but also opinionated,76,On the other hand
Biased,“it’s not me,,,
Biased, self-serving,Expresses writer’s opinion,76,On the other hand
Biased,discourage women’s dreams and ambitions,,,
Non-biased,it’s not me,,,
Biased,it’s not me,,,
Biased,often for self-serving,Expresses writer’s opinion,76,On the other hand
Biased,self-serving,,,
Biased,TRUE,,,
Biased,flippancy,,,
Biased,flippancy,Expresses writer’s opinion,50,Sen. Ernst’s flippancy shows how little she and other Republicans think of the grannies and grandpas
Biased,broken,,,
Biased,flippancy,,,
Biased,flippancy,,,
Biased,broken their backs,,,
Biased, flippancy,Expresses writer’s opinion,50,Sen. Ernst’s flippancy shows how little she and other Republicans think of the grannies and grandpas
Biased,flippancy,,,
Biased,flippancy,,,
Biased,flippancy,,,
Biased,little,,,
Biased,flippancy,Somewhat factual but also opinionated,50,Sen. Ernst’s flippancy shows how little she and other Republicans think of the grannies and grandpas
Non-biased,deprive,,,
Non-biased,deprive,Entirely factual,50,The death of the postal service would deprive Americans of a way to vote
Biased,deprive,,,
Biased,death,,,
Biased,deprive,,,
Biased,death,Entirely factual,50,The death of the postal service would deprive Americans of a way to vote
Biased,death,Expresses writer’s opinion,50,The death of the postal service would deprive Americans of a way to vote
Non-biased,,Entirely factual,50,The death of the postal service would deprive Americans of a way to vote
Non-biased,death,Somewhat factual but also opinionated,50,The death of the postal service would deprive Americans of a way to vote
Non-biased,death,,,
Non-biased,death,Entirely factual,50,The death of the postal service would deprive Americans of a way to vote
Biased,deprive,Somewhat factual but also opinionated,50,The death of the postal service would deprive Americans of a way to vote
Biased,rang hollow,,,
Biased,long history,Expresses writer’s opinion,84,King’s defense understandably rang hollow
Biased,long history,,,
Biased, rang hollow,Somewhat factual but also opinionated,84,King’s defense understandably rang hollow
Biased,insensitive,,,
Biased,unacceptable,,,
Biased,rang hollow,,,
Biased,downright unacceptable,,,
Biased,insensitive,,,
Biased,insensitive,,,
Biased,ollow,,,
Biased,rang hollow,,,
Biased,no one denies,Somewhat factual but also opinionated,36,Yet no one denies that older nuclear plants
Non-biased,,Entirely factual,36,Yet no one denies that older nuclear plants
Non-biased,,Entirely factual,36,Yet no one denies that older nuclear plants
Non-biased,,Expresses writer’s opinion,36,Yet no one denies that older nuclear plants
Non-biased,inefficient,,,
Biased,expected,,,
Biased,extremely inefficient,Somewhat factual but also opinionated,36,Yet no one denies that older nuclear plants
Biased,no one denies,,,
Non-biased,,Expresses writer’s opinion,36,Yet no one denies that older nuclear plants
Biased,extremely,,,
Biased,incompetent,Expresses writer’s opinion,77,He reiterated his criticism of the president’s response to coronavirus in the spin room after the debate
Biased,the spin room ,Somewhat factual but also opinionated,77,He reiterated his criticism of the president’s response to coronavirus in the spin room after the debate
Biased,Trump was incompetent,Entirely factual,77,He reiterated his criticism of the president’s response to coronavirus in the spin room after the debate
Non-biased,,Entirely factual,77,He reiterated his criticism of the president’s response to coronavirus in the spin room after the debate
Biased,spin room,Expresses writer’s opinion,77,He reiterated his criticism of the president’s response to coronavirus in the spin room after the debate
Non-biased,debate,Expresses writer’s opinion,77,He reiterated his criticism of the president’s response to coronavirus in the spin room after the debate
Biased,spin,Somewhat factual but also opinionated,77,He reiterated his criticism of the president’s response to coronavirus in the spin room after the debate
Biased,reiterated,Entirely factual,77,He reiterated his criticism of the president’s response to coronavirus in the spin room after the debate
Non-biased, reiterated,Entirely factual,77,He reiterated his criticism of the president’s response to coronavirus in the spin room after the debate
Biased,criticism,,,
Biased,criticism,,,
Non-biased,,Entirely factual,70,Some 81% of Americans say they favor requiring background checks for gun buyers as part of an effort to stop mass shootings. Just 8% are opposed. A 59% majority say they favor banning “assault weapons
Non-biased,,Entirely factual,70,Some 81% of Americans say they favor requiring background checks for gun buyers as part of an effort to stop mass shootings. Just 8% are opposed. A 59% majority say they favor banning “assault weapons
Biased,assault weapons,Somewhat factual but also opinionated,70,Some 81% of Americans say they favor requiring background checks for gun buyers as part of an effort to stop mass shootings. Just 8% are opposed. A 59% majority say they favor banning “assault weapons
Non-biased,mass shootings,,,
Biased,requiring,,,
Biased,assault weapons,,,
Non-biased,assault ,Expresses writer’s opinion,70,Some 81% of Americans say they favor requiring background checks for gun buyers as part of an effort to stop mass shootings. Just 8% are opposed. A 59% majority say they favor banning “assault weapons
Biased,favor,,,
Biased,Just,,,
Non-biased,,Entirely factual,70,Some 81% of Americans say they favor requiring background checks for gun buyers as part of an effort to stop mass shootings. Just 8% are opposed. A 59% majority say they favor banning “assault weapons
Non-biased,,Entirely factual,70,Some 81% of Americans say they favor requiring background checks for gun buyers as part of an effort to stop mass shootings. Just 8% are opposed. A 59% majority say they favor banning “assault weapons
Non-biased,,Entirely factual,51,Transgender controversy also erupted ahead of International Women’s Day in Leicester
Non-biased,rebrand,Entirely factual,51,Transgender controversy also erupted ahead of International Women’s Day in Leicester
Non-biased,,Entirely factual,51,Transgender controversy also erupted ahead of International Women’s Day in Leicester
Non-biased,more inclusive,Entirely factual,51,Transgender controversy also erupted ahead of International Women’s Day in Leicester
Non-biased,erupted,,,
Non-biased,inclusive,,,
Biased,Women’s,,,
Non-biased,erupted,Entirely factual,51,Transgender controversy also erupted ahead of International Women’s Day in Leicester
